id,topico,subtopico,dificuldade_fase3,nota,stem,gemma2:2b,phi4-mini:latest,llama3.2:3b,n_modelos_corretos,dificuldade_estimada
80d9d9002a-f0-d0-r25-q5,Produção e Processo (Medição Fiscal e Sistema de Alívio),"Medição Fiscal de óleo, medição fiscal de gás e transferência de custódia em operações de offloading",Fácil,0.65,"Em uma campanha de confiabilidade do sistema de transferência de custódia, decide-se intensificar a inspeção interna da tubulação de offloading para sustentar a integridade mecânica e metrológica, evitando efeitos de incrustação, amassos e corrosão que alterem o escoamento e as condições de medição. Qual estratégia de inspeção interna é mais apropriada quando se busca medição direta da espessura de parede, com varredura ao longo da circunferência do duto, para apoiar decisões de manutenção preventiva?",True,True,True,3,Fácil
80d9d9002a-f0-d0-r26-q0,Produção e Processo (Medição Fiscal e Sistema de Alívio),"Medição Fiscal de óleo, medição fiscal de gás e transferência de custódia em operações de offloading",Média,0.84,"Durante o detalhamento do offloading de um FPSO em área com maior probabilidade de mudanças rápidas de tempo e mar, a equipe quer reduzir o risco de não conseguir desconectar em uma emergência e, ao mesmo tempo, diminuir esforços mecânicos que acelerem o desgaste do mangote. Qual solução de interface tende a atender melhor a esses dois objetivos em conjunto?",True,False,False,1,Difícil
80d9d9002a-f0-d0-r26-q1,Produção e Processo (Medição Fiscal e Sistema de Alívio),"Medição Fiscal de óleo, medição fiscal de gás e transferência de custódia em operações de offloading",Média,0.88,"Em uma campanha de transferência de custódia, foram observadas variações na repetibilidade da medição de óleo quando o navio aliviador muda ligeiramente de posição. A hipótese mais provável é que o perfil de escoamento no trecho de medição esteja sendo afetado por zonas de gradiente e estratificação na linha. Qual decisão de arranjo físico é mais consistente com a busca de condições representativas na seção de medição?",True,True,True,3,Fácil
80d9d9002a-f0-d0-r26-q2,Produção e Processo (Medição Fiscal e Sistema de Alívio),"Medição Fiscal de óleo, medição fiscal de gás e transferência de custódia em operações de offloading",Difícil,0.82,"Um FPSO planeja usar a mesma estação de medição fiscal para diferentes óleos ao longo do ano. Há variação de viscosidade e densidade entre campanhas e existe risco de pequenas frações de água dispersa durante o offloading, embora o procedimento busque evitar presença de gás. Considerando tecnologias convencionais aceitas para petróleo e o requisito de indicação volumétrica para custódia, qual escolha é mais defensável, desde que o projeto trate a condição de escoamento no trecho de medição?",True,True,True,3,Fácil
80d9d9002a-f0-d0-r26-q3,Produção e Processo (Medição Fiscal e Sistema de Alívio),"Medição Fiscal de óleo, medição fiscal de gás e transferência de custódia em operações de offloading",Média,0.89,"Para um trecho de medição fiscal de gás associado a uma operação que exige minimizar perdas de carga na transferência e conviver com limitações de layout (dificuldade de obter longos trechos retos), a equipe avalia tecnologias convencionais aceitas para gás. Qual opção tende a oferecer melhor alinhamento com o objetivo de reduzir perda de carga, desde que sejam atendidos requisitos de uniformidade do escoamento na seção de medição?",False,True,True,2,Média
80d9d9002a-f1-d0-r27-q0,Produção e Processo (Medição Fiscal e Sistema de Alívio),"Medição Fiscal de óleo, medição fiscal de gás e transferência de custódia em operações de offloading",Média,0.88,"Durante uma operação de offloading em um FPSO, o time identifica que, no turno anterior, a equipe priorizou manter a taxa de transferência e fez uma passagem de turno apenas verbal, sem executar o checklist de inspeção de campo dos instrumentos críticos de medição fiscal e utilidades associadas. Algumas horas depois, surgem divergências entre totalizadores e tendências de variáveis de processo. Qual justificativa técnica melhor sustenta que o checklist padronizado e a inspeção sequencial por áreas deveriam ter sido mantidos, mesmo sob pressão operacional?",True,True,True,3,Fácil
80d9d9002a-f1-d0-r27-q1,Produção e Processo (Medição Fiscal e Sistema de Alívio),"Medição Fiscal de óleo, medição fiscal de gás e transferência de custódia em operações de offloading",Média,0.86,"Um FPSO tem uma janela de offloading programada para os próximos dias, mas um medidor escalar do sistema de medição fiscal chegará ao vencimento de calibração antes do início da transferência de custódia. O laboratório acreditado não consegue atender no prazo devido à fila. Qual estratégia operacional é mais alinhada a boas práticas de confiabilidade metrológica e continuidade da transferência de custódia?",True,True,True,3,Fácil
80d9d9002a-f1-d0-r27-q4,Produção e Processo (Medição Fiscal e Sistema de Alívio),"Medição Fiscal de óleo, medição fiscal de gás e transferência de custódia em operações de offloading",Média,0.74,"Antes de executar uma intervenção planejada em subsuperfície, em uma área com potencial de conflito com cabos, tubulações e instrumentação ligada ao sistema de medição fiscal, a engenharia identifica risco de atingir pontos críticos se o levantamento prévio não for bem conduzido. Qual ação de planejamento é mais adequada para mitigar esse risco antes da mobilização em campo?",True,True,True,3,Fácil
80d9d9002a-f1-d0-r28-q0,Produção e Processo (Medição Fiscal e Sistema de Alívio),"Medição Fiscal de óleo, medição fiscal de gás e transferência de custódia em operações de offloading",Fácil,0.87,"Durante uma operação de offloading em um FPSO, a equipe assume o turno pouco antes do alinhamento final do sistema de medição fiscal. O supervisor reforça que a passagem de turno deve incluir checklist padronizado e inspeção de campo sequencial (áreas de óleo, bombas/turbo-bombas e utilidades associadas). Qual lógica operacional é mais consistente para manter a confiabilidade da medição fiscal e reduzir o risco de disputa na transferência de custódia?",True,True,True,3,Fácil
80d9d9002a-f1-d0-r28-q1,Produção e Processo (Medição Fiscal e Sistema de Alívio),"Medição Fiscal de óleo, medição fiscal de gás e transferência de custódia em operações de offloading",Média,0.89,"Um FPSO opera com medidores escalares usados em apropriação e em eventos de transferência de custódia. O planejamento de calibração prevê periodicidade normativa, mas há filas frequentes em laboratórios de vazão e risco de vencer prazos durante uma campanha de offloading contínua. Qual estratégia de planejamento tende a ser mais robusta para manter conformidade e continuidade da medição fiscal?",True,True,True,3,Fácil
80d9d9002a-f1-d0-r28-q3,Produção e Processo (Medição Fiscal e Sistema de Alívio),"Medição Fiscal de óleo, medição fiscal de gás e transferência de custódia em operações de offloading",Média,0.8,"Durante a preparação de um offloading, a equipe discute a aceitação de resultados de verificação de desempenho de um medidor multifásico. Há resultados de laboratório obtidos com testes de curta duração e resultados de campo com tempos de integração mais longos, sob regime de produção representativo. Qual interpretação e uso desses resultados tende a ser tecnicamente mais consistente para critérios de aceitação e desenho das rotinas in situ?",True,True,True,3,Fácil
80d9d9002a-f1-d0-r28-q4,Produção e Processo (Medição Fiscal e Sistema de Alívio),"Medição Fiscal de óleo, medição fiscal de gás e transferência de custódia em operações de offloading",Difícil,0.87,"Em uma campanha com vários offloadings, o FPSO percebe variação de composição e de regime de produção ao longo do dia, o que pode reduzir a estabilidade das leituras durante verificações em campo. O engenheiro responsável precisa ajustar a rotina de verificação in situ para sustentar a confiabilidade da medição fiscal sem paralisar a operação. Qual combinação de decisões tende a produzir um plano mais defensável?",True,True,True,3,Fácil
80d9d9002a-f1-d0-r28-q5,Produção e Processo (Medição Fiscal e Sistema de Alívio),"Medição Fiscal de óleo, medição fiscal de gás e transferência de custódia em operações de offloading",Fácil,0.89,"Antes de um offloading, foi identificada a necessidade de uma intervenção com potencial de interferir em cabos, tubulações e instrumentação nas proximidades do sistema de medição fiscal. Qual sequência de preparação mais contribui para reduzir o risco de indisponibilidade do sistema de medição e de impactos na transferência de custódia?",True,True,True,3,Fácil
80d9d9002a-f1-d0-r29-q0,Produção e Processo (Medição Fiscal e Sistema de Alívio),"Medição Fiscal de óleo, medição fiscal de gás e transferência de custódia em operações de offloading",Média,0.87,"Durante uma operação de offloading em um FPSO, a equipe de turno anterior reportou pequenas oscilações no balanço de massa, mas sem alarmes ativos. Antes de liberar o início da transferência de custódia, qual abordagem operacional tende a oferecer melhor controle sobre riscos de degradação da medição fiscal e maior rastreabilidade das condições de partida?",True,True,True,3,Fácil
80d9d9002a-f1-d0-r29-q1,Produção e Processo (Medição Fiscal e Sistema de Alívio),"Medição Fiscal de óleo, medição fiscal de gás e transferência de custódia em operações de offloading",Fácil,0.81,"Uma intervenção em subsuperfície foi planejada para instalar um novo ponto de tomada de pressão que alimentará instrumentos associados à medição fiscal. Considerando o planejamento para evitar impactos em cabos, tubulações e instrumentação existentes, qual ação prévia é mais alinhada às boas práticas descritas para mitigação de riscos?",True,True,True,3,Fácil
80d9d9002a-f1-d0-r29-q2,Produção e Processo (Medição Fiscal e Sistema de Alívio),"Medição Fiscal de óleo, medição fiscal de gás e transferência de custódia em operações de offloading",Média,0.86,"O plano de calibração do FPSO prevê periodicidade regulatória para medidores escalares, mas a unidade enfrenta fila em laboratório de vazão e risco de não cumprir a programação antes de uma série de offloadings. Qual estratégia operacional tende a manter a continuidade da medição fiscal e reduzir exposição a disputas de custódia, sem depender exclusivamente do laboratório?",True,True,True,3,Fácil
80d9d9002a-f1-d0-r29-q4,Produção e Processo (Medição Fiscal e Sistema de Alívio),"Medição Fiscal de óleo, medição fiscal de gás e transferência de custódia em operações de offloading",Difícil,0.87,"Em um offloading, uma verificação de desempenho em campo apresenta incerteza maior que a observada no histórico. No período avaliado houve mudança de regime de produção e o ensaio usou um tempo de integração menor do que o normalmente praticado. Qual encaminhamento técnico é o mais apropriado para interpretar o resultado e suportar a decisão de aceitação na transferência de custódia, preservando a robustez metrológica e a rastreabilidade documental?",True,True,True,3,Fácil
80d9d9002a-f1-d0-r30-q1,Produção e Processo (Medição Fiscal e Sistema de Alívio),"Medição Fiscal de óleo, medição fiscal de gás e transferência de custódia em operações de offloading",Média,0.78,"A unidade precisa cumprir a periodicidade normativa de calibração de medidores escalares usados na medição fiscal de óleo, mas o laboratório de vazão está com fila e o envio/retorno pode gerar períodos sem medidor disponível durante a transferência de custódia. Qual estratégia melhor assegura continuidade operacional sem perder rastreabilidade metrológica?",True,True,True,3,Fácil
80d9d9002a-f1-d0-r30-q3,Produção e Processo (Medição Fiscal e Sistema de Alívio),"Medição Fiscal de óleo, medição fiscal de gás e transferência de custódia em operações de offloading",Média,0.85,A operadora pretende usar medição multifásica para apropriação e quer acelerar a autorização regulatória antes de ampliar operações de transferência de custódia. A equipe de processo propõe enviar à ANP apenas a lista de instrumentos e certificados de calibração; a equipe de metrologia defende um plano mais abrangente. Qual proposta tende a ser mais robusta para atender às exigências e reduzir risco de questionamento sobre a medição fiscal?,True,True,True,3,Fácil
80d9d9002a-f1-d0-r30-q4,Produção e Processo (Medição Fiscal e Sistema de Alívio),"Medição Fiscal de óleo, medição fiscal de gás e transferência de custódia em operações de offloading",Média,0.81,"Antes de uma intervenção planejada em área com instrumentação associada à medição fiscal (com risco de proximidade de cabos e linhas), a equipe considera iniciar a escavação/abertura de acesso após isolar o equipamento no painel local. Qual prática de planejamento e mitigação tende a reduzir melhor o risco de dano a tubulações e instrumentação que impactam a transferência de custódia?",True,True,False,2,Média
80d9d9002a-f1-d0-r31-q0,Produção e Processo (Medição Fiscal e Sistema de Alívio),"Medição Fiscal de óleo, medição fiscal de gás e transferência de custódia em operações de offloading",Média,0.87,"Durante a preparação para uma operação de offloading em um FPSO, a equipe identifica que pequenas falhas de alinhamento e utilidades (ex.: ar de instrumentos, energia, sinais de instrumentação) costumam ser descobertas apenas quando a transferência já está em andamento, gerando interrupções e discussões na transferência de custódia. Qual prática operacional tende a reduzir melhor esse tipo de surpresa sem depender de ações ad hoc da equipe de turno?",True,True,True,3,Fácil
80d9d9002a-f1-d0-r31-q1,Produção e Processo (Medição Fiscal e Sistema de Alívio),"Medição Fiscal de óleo, medição fiscal de gás e transferência de custódia em operações de offloading",Média,0.86,"Um FPSO precisa cumprir periodicidades normativas de calibração de medidores escalares usados em medição fiscal, mas enfrenta filas em laboratório de vazão e prazos de calibração mais longos do que o planejado. Na semana de uma janela de offloading, qual decisão tende a sustentar melhor a continuidade da medição fiscal e reduzir risco de não conformidade na transferência de custódia?",True,True,True,3,Fácil
80d9d9002a-f1-d0-r31-q5,Produção e Processo (Medição Fiscal e Sistema de Alívio),"Medição Fiscal de óleo, medição fiscal de gás e transferência de custódia em operações de offloading",Difícil,0.86,"Após alguns offloadings, um FPSO observa divergências recorrentes em diagnósticos e ajustes de instrumentos críticos de medição fiscal. As ações corretivas são executadas, mas os mesmos padrões voltam a aparecer, e há sinais de interpretações inconsistentes sobre incerteza e critérios de aceitação entre operação e manutenção. Qual combinação de medidas tende a atacar melhor a causa provável e sustentar melhoria contínua na transferência de custódia?",True,True,True,3,Fácil
80d9d9002a-f1-d0-r32-q0,Produção e Processo (Medição Fiscal e Sistema de Alívio),"Medição Fiscal de óleo, medição fiscal de gás e transferência de custódia em operações de offloading",Fácil,0.86,"Na preparação de um FPSO para offloading com transferência de custódia, a gerência quer minimizar o risco de iniciar a operação com instrumentos críticos (medidores, transmissores e utilidades) fora de condição. Entre uma inspeção livre, baseada na experiência do operador, e uma rotina estruturada com verificação em campo e registro formal, qual abordagem tende a produzir monitoramento mais segmentado e sistemático, com melhor rastreabilidade para medição fiscal?",True,True,True,3,Fácil
80d9d9002a-f1-d0-r32-q1,Produção e Processo (Medição Fiscal e Sistema de Alívio),"Medição Fiscal de óleo, medição fiscal de gás e transferência de custódia em operações de offloading",Média,0.85,"Um FPSO utiliza medidores escalares em sua malha de medição fiscal e enfrenta longos prazos para calibração externa devido à disponibilidade limitada de laboratórios de vazão. O planejamento do ciclo de calibração precisa evitar interrupções na medição fiscal durante janelas de offloading e, ao mesmo tempo, manter aderência ao plano e às periodicidades aplicáveis. Qual estratégia operacional é mais consistente para preservar a continuidade da medição e reduzir risco de não conformidade por atraso de calibração?",True,True,True,3,Fácil
80d9d9002a-f1-d0-r32-q5,Produção e Processo (Medição Fiscal e Sistema de Alívio),"Medição Fiscal de óleo, medição fiscal de gás e transferência de custódia em operações de offloading",Média,0.89,"Após alguns offloadings, a análise mensal de diagnósticos e verificações indica dispersão crescente e decisões inconsistentes entre turnos na interpretação de incerteza e na aceitação de verificações in‑situ. A coordenação observa que parte da equipe de instrumentação e manutenção não tem formação em metrologia e métodos de verificação. Qual ação é mais consistente para atacar a causa sistêmica e aumentar a confiabilidade da medição fiscal?",True,True,True,3,Fácil
80d9d9002a-f1-d0-r33-q0,Produção e Processo (Medição Fiscal e Sistema de Alívio),"Medição Fiscal de óleo, medição fiscal de gás e transferência de custódia em operações de offloading",Média,0.86,"Durante a preparação de um offloading em um FPSO, a equipe percebe que o último turno registrou oscilações intermitentes em variáveis do skid de medição fiscal. O supervisor quer reduzir a probabilidade de iniciar a transferência de custódia com instrumentos fora de condição, sem depender apenas de alarmes no sistema supervisório. Qual abordagem operacional é mais coerente para esse momento pré-operação?",True,True,True,3,Fácil
80d9d9002a-f1-d0-r33-q2,Produção e Processo (Medição Fiscal e Sistema de Alívio),"Medição Fiscal de óleo, medição fiscal de gás e transferência de custódia em operações de offloading",Média,0.89,"Um FPSO opera com medidores escalares em serviço de medição fiscal e enfrenta fila para calibração em laboratório acreditado, com risco de ultrapassar a periodicidade definida em plano e em requisitos normativos. Considerando continuidade da medição e segurança jurídica na transferência de custódia, qual estratégia tende a ser mais consistente?",True,True,True,3,Fácil
80d9d9002a-f1-d0-r33-q3,Produção e Processo (Medição Fiscal e Sistema de Alívio),"Medição Fiscal de óleo, medição fiscal de gás e transferência de custódia em operações de offloading",Difícil,0.86,"Uma operadora pretende usar medição multifásica (MPFM/MM) como base de apropriação durante operações de transferência de custódia. Na fase de preparação para autorização e implantação, qual item de planejamento é mais crítico para atender às obrigações e tornar os resultados defensáveis?",True,True,True,3,Fácil
80d9d9002a-f1-d0-r33-q4,Produção e Processo (Medição Fiscal e Sistema de Alívio),"Medição Fiscal de óleo, medição fiscal de gás e transferência de custódia em operações de offloading",Difícil,0.83,"No comissionamento de uma rotina de verificação de desempenho de um MPFM/MM, a equipe observa incertezas mais altas em testes de laboratório com curto tempo de integração e incertezas menores em testes de campo com maior tempo de integração, realizados em regime representativo de produção. Ao definir limites de aceitação e a forma de comparar os resultados, qual interpretação é tecnicamente mais robusta?",True,True,True,3,Fácil
80d9d9002a-f1-d0-r33-q5,Produção e Processo (Medição Fiscal e Sistema de Alívio),"Medição Fiscal de óleo, medição fiscal de gás e transferência de custódia em operações de offloading",Média,0.87,"Após alguns meses de offloadings, o FPSO passa a apresentar recorrência de desvios entre leituras e diagnósticos de instrumentos do sistema de medição fiscal, sem falha evidente que justifique parada imediata. A gerência quer reduzir reincidência e aumentar a confiabilidade do processo de verificação. Qual conjunto de ações tende a atacar melhor o problema de forma sistêmica?",True,True,True,3,Fácil
80d9d9002a-f1-d0-r34-q0,Produção e Processo (Medição Fiscal e Sistema de Alívio),"Medição Fiscal de óleo, medição fiscal de gás e transferência de custódia em operações de offloading",Fácil,0.86,"Durante a preparação de um offloading em um FPSO, a equipe de operação observa que alguns instrumentos do sistema de medição fiscal (pressão, temperatura e sinais do medidor de vazão) passaram por pequenas intervenções na última semana. Para reduzir a probabilidade de iniciar a transferência de custódia com uma falha não percebida, qual prática operacional é a mais indicada imediatamente antes do início da operação?",True,True,True,3,Fácil
80d9d9002a-f1-d0-r34-q2,Produção e Processo (Medição Fiscal e Sistema de Alívio),"Medição Fiscal de óleo, medição fiscal de gás e transferência de custódia em operações de offloading",Média,0.87,"O plano de calibração de um FPSO prevê periodicidade regulatória para medidores escalares, mas a unidade enfrenta fila em laboratório de vazão e risco de ultrapassar prazos. Ao mesmo tempo, o FPSO precisa manter a continuidade da medição fiscal para suportar operações de transferência de custódia. Qual estratégia é mais consistente para administrar o risco sem perder controle metrológico?",True,True,True,3,Fácil
80d9d9002a-f1-d0-r35-q0,Produção e Processo (Medição Fiscal e Sistema de Alívio),"Medição Fiscal de óleo, medição fiscal de gás e transferência de custódia em operações de offloading",Média,0.91,"Durante uma operação de offloading em um FPSO, a equipe considera antecipar o início da transferência de custódia porque o navio aliviador chegou com janela curta. O supervisor informa que os instrumentos de medição fiscal apresentam comportamento estável no DCS e propõe iniciar a medição imediatamente. Considerando boas práticas de confiabilidade metrológica e rastreabilidade operacional, qual conduta deve ser adotada antes de iniciar a medição fiscal vinculada à transferência de custódia?",True,True,True,3,Fácil
80d9d9002a-f1-d0-r35-q1,Produção e Processo (Medição Fiscal e Sistema de Alívio),"Medição Fiscal de óleo, medição fiscal de gás e transferência de custódia em operações de offloading",Média,0.89,"O FPSO opera com medidores escalares em malha fiscal para óleo e gás, e parte deles se aproxima da data limite de calibração prevista no plano. Ao mesmo tempo, há fila em laboratório de vazão, com prazos de atendimento maiores do que o intervalo disponível antes do próximo ciclo de offloading. Qual estratégia de planejamento tende a sustentar a continuidade da medição fiscal e da transferência de custódia sem comprometer a conformidade do programa de calibração?",True,True,True,3,Fácil
80d9d9002a-f1-d0-r35-q2,Produção e Processo (Medição Fiscal e Sistema de Alívio),"Medição Fiscal de óleo, medição fiscal de gás e transferência de custódia em operações de offloading",Difícil,0.73,"Uma operadora utiliza medição multifásica (MPFM/MM) na apropriação e precisa executar verificações de desempenho em campo para suportar medições durante operações de transferência de custódia. Na análise, a equipe observa que os ensaios de laboratório foram conduzidos com tempos de integração curtos, enquanto na plataforma é viável testar por períodos mais longos no regime real de produção. Qual abordagem melhor ajusta o plano de verificação a essa diferença e à interpretação de incertezas entre laboratório e campo?",True,True,True,3,Fácil
80d9d9002a-f1-d0-r35-q4,Produção e Processo (Medição Fiscal e Sistema de Alívio),"Medição Fiscal de óleo, medição fiscal de gás e transferência de custódia em operações de offloading",Fácil,0.87,"A equipe de instrumentação do FPSO discute a estratégia de manutenção para instrumentos sensíveis que impactam a medição fiscal (óleo e gás) durante operações de transferência de custódia. Há pressão para reduzir intervenções por tempo e “atuar só quando falhar”, mas a unidade também tem paradas operacionais programadas. Qual política de manutenção tende a melhorar a confiabilidade metrológica sem conflitar com a disponibilidade operacional?",True,True,True,3,Fácil
80d9d9002a-f1-d0-r35-q5,Produção e Processo (Medição Fiscal e Sistema de Alívio),"Medição Fiscal de óleo, medição fiscal de gás e transferência de custódia em operações de offloading",Média,0.88,"Após alguns ciclos de offloading, auditoria interna questiona a consistência entre registros de verificação in-situ, evidências de calibração e decisões operacionais tomadas durante transferência de custódia. A gerência quer reforçar a “segurança jurídica” e a confiabilidade da medição fiscal, sem depender apenas de intervenções pontuais. Qual combinação de rotinas e governança é mais aderente a esse objetivo?",True,True,True,3,Fácil
80d9d9002a-f1-d0-r36-q0,Produção e Processo (Medição Fiscal e Sistema de Alívio),"Medição Fiscal de óleo, medição fiscal de gás e transferência de custódia em operações de offloading",Média,0.89,"No início de uma operação de offloading em um FPSO, a equipe busca reduzir a chance de iniciar a transferência de custódia com instrumentação em condição degradada, evitando depender de uma verificação pontual limitada ao skid de medição. À luz de boas práticas operacionais para medição fiscal, qual abordagem tende a ser mais eficaz para a liberação e preparação inicial das atividades?",True,True,True,3,Fácil
80d9d9002a-f1-d0-r36-q1,Produção e Processo (Medição Fiscal e Sistema de Alívio),"Medição Fiscal de óleo, medição fiscal de gás e transferência de custódia em operações de offloading",Média,0.73,"O plano de calibração dos medidores fiscais de vazão (medidores escalares) de uma unidade segue periodicidade normativa, porém o aumento da fila em laboratório acreditado cria risco de não concluir as calibrações antes de uma próxima janela de offloading. Qual decisão de planejamento mais tende a preservar a continuidade da medição fiscal e reduzir a exposição operacional e jurídica na transferência de custódia?",True,True,True,3,Fácil
80d9d9002a-f1-d0-r36-q4,Produção e Processo (Medição Fiscal e Sistema de Alívio),"Medição Fiscal de óleo, medição fiscal de gás e transferência de custódia em operações de offloading",Fácil,0.86,"Em uma campanha de verificações in-situ associadas à transferência de custódia, a unidade observou divergências recorrentes entre diagnósticos de instrumentos e resultados esperados, com dificuldade em interpretar incerteza e critérios de aceitação. Considerando fatores organizacionais e de competência, qual resposta tende a atacar a causa mais provável e melhorar a qualidade da verificação?",True,True,True,3,Fácil
80d9d9002a-f1-d0-r37-q0,Produção e Processo (Medição Fiscal e Sistema de Alívio),"Medição Fiscal de óleo, medição fiscal de gás e transferência de custódia em operações de offloading",Média,0.89,"Durante uma operação de offloading em um FPSO, a equipe do turno da noite assume a planta e percebe que, no turno anterior, houve pequenas oscilações nas leituras de vazão e densidade do sistema de medição fiscal de óleo. O supervisor quer reduzir a chance de que essas oscilações passem despercebidas antes do início da janela de transferência de custódia. Qual conduta operacional é mais consistente com uma rotina robusta de pré-operação?",True,True,True,3,Fácil
80d9d9002a-f1-d0-r37-q1,Produção e Processo (Medição Fiscal e Sistema de Alívio),"Medição Fiscal de óleo, medição fiscal de gás e transferência de custódia em operações de offloading",Média,0.91,"Uma unidade precisa cumprir as exigências de calibração de medidores escalares usados em medição fiscal, porém os tempos de atendimento em laboratórios de vazão acreditados estão se alongando. Ao mesmo tempo, a transferência de custódia não pode ser interrompida por indisponibilidade de medidor válido. Qual opção de planejamento é mais defensável para assegurar continuidade operacional e conformidade metrológica?",True,True,True,3,Fácil
80d9d9002a-f1-d0-r37-q2,Produção e Processo (Medição Fiscal e Sistema de Alívio),"Medição Fiscal de óleo, medição fiscal de gás e transferência de custódia em operações de offloading",Difícil,0.82,"Uma operadora pretende utilizar um medidor multifásico (MPFM/MM) para apropriação em operações de transferência de custódia e está preparando o pacote de submissão à ANP para autorização de uso. Na elaboração do plano de verificação de desempenho, discute-se qual deve ser o nível de detalhamento e o que precisa constar na submissão, considerando também o risco metrológico. Qual encaminhamento é o mais adequado?",True,True,True,3,Fácil
80d9d9002a-f1-d0-r37-q4,Produção e Processo (Medição Fiscal e Sistema de Alívio),"Medição Fiscal de óleo, medição fiscal de gás e transferência de custódia em operações de offloading",Média,0.86,"Na véspera de uma operação de offloading, é identificada a necessidade de realizar uma intervenção que envolve pontos em subsuperfície próximos a cabos, tubulações e instrumentação associada à medição fiscal. O gerente de operações quer garantir que o planejamento mitigue riscos de interferência que possam afetar equipamentos de medição e, consequentemente, a transferência de custódia. Qual decisão de planejamento endereça mais diretamente esse risco?",True,True,True,3,Fácil
80d9d9002a-f1-d0-r38-q0,Produção e Processo (Medição Fiscal e Sistema de Alívio),"Medição Fiscal de óleo, medição fiscal de gás e transferência de custódia em operações de offloading",Média,0.89,"Na preparação para um offloading, o operador executa a inspeção sequencial de campo e o checklist padronizado da área de óleo. Ele encontra o transmissor de temperatura usado na compensação para condições de referência do skid de medição com indicação instável (flutuações rápidas), sem alarmes de falha e sem evidência de alteração real de processo. Considerando boas práticas de medição fiscal e transferência de custódia, qual conduta é mais adequada antes de liberar a operação?",True,True,True,3,Fácil
80d9d9002a-f1-d0-r38-q1,Produção e Processo (Medição Fiscal e Sistema de Alívio),"Medição Fiscal de óleo, medição fiscal de gás e transferência de custódia em operações de offloading",Média,0.85,"Um FPSO realiza medição fiscal do óleo exportado com medidores escalares. O plano de calibração segue periodicidades normativas, porém há fila no laboratório acreditado e o prazo de retorno ultrapassa a janela até o próximo offloading. Para manter a continuidade da transferência de custódia sem perder robustez metrológica, qual estratégia é mais consistente com um planejamento robusto?",True,True,True,3,Fácil
80d9d9002a-f1-d0-r38-q2,Produção e Processo (Medição Fiscal e Sistema de Alívio),"Medição Fiscal de óleo, medição fiscal de gás e transferência de custódia em operações de offloading",Difícil,0.83,"Uma operadora usa medidor multifásico (MPFM/MM) para apropriação. Em verificação, as incertezas do laboratório (com integração curta) ficaram maiores que as obtidas em campo (integração longa, típica da produção). Como tratar essa diferença na metodologia e nos critérios de aceitação?",True,True,True,3,Fácil
80d9d9002a-f1-d0-r38-q4,Produção e Processo (Medição Fiscal e Sistema de Alívio),"Medição Fiscal de óleo, medição fiscal de gás e transferência de custódia em operações de offloading",Média,0.8,"Antes de uma modificação que exige escavação/intervenção em área com potencial interferência em cabos, tubulações e instrumentação que suportam a medição fiscal (por exemplo, linhas de sinal e alimentação do skid), o planejador precisa reduzir o risco de dano inadvertido que comprometa medições durante o próximo offloading. Qual medida se integra melhor ao planejamento e à mitigação desse risco?",True,True,True,3,Fácil
80d9d9002a-f1-d0-r38-q5,Produção e Processo (Medição Fiscal e Sistema de Alívio),"Medição Fiscal de óleo, medição fiscal de gás e transferência de custódia em operações de offloading",Média,0.86,"Após um offloading, o recebedor contesta o volume transferido. Na análise interna do FPSO, observa-se que parte da equipe que realiza verificações in-situ e interpreta resultados de incerteza não tem formação em metrologia e métodos de verificação, apesar da experiência operacional. Sem alterar hardware do skid, qual ação tende a atacar melhor a causa sistêmica?",True,False,True,2,Média
80d9d9002a-f2-d0-r39-q0,Produção e Processo (Medição Fiscal e Sistema de Alívio),"Medição Fiscal de óleo, medição fiscal de gás e transferência de custódia em operações de offloading",Média,0.87,"Em uma auditoria interna no FPSO, a equipe de medição fiscal deve sustentar que a calibração de um transmissor de pressão que alimenta o computador de vazão (CV) atende à rastreabilidade metrológica exigida para transferência de custódia. Qual conjunto de registros é o mais adequado para essa comprovação?",True,True,True,3,Fácil
80d9d9002a-f2-d0-r39-q1,Produção e Processo (Medição Fiscal e Sistema de Alívio),"Medição Fiscal de óleo, medição fiscal de gás e transferência de custódia em operações de offloading",Fácil,0.9,"Em um evento de falta de energia no FPSO, o sistema de medição fiscal reinicia durante uma operação de offloading. Na retomada, a equipe precisa garantir que os volumes totalizados e as parametrizações relevantes para a transferência de custódia permaneçam íntegros e auditáveis. Qual característica do sistema atende melhor a esse objetivo?",False,True,True,2,Média
80d9d9002a-f2-d0-r39-q3,Produção e Processo (Medição Fiscal e Sistema de Alívio),"Medição Fiscal de óleo, medição fiscal de gás e transferência de custódia em operações de offloading",Média,0.87,"Durante um offloading, o analisador em linha de BS&W passa a indicar valores instáveis. Para evitar atrasos, o operador cogita manter a transferência usando no CV o último valor “confiável” congelado até o fim da operação. Qual conduta está mais alinhada a boas práticas de gestão de desvios metrológicos e preservação de rastreabilidade na medição fiscal?",False,False,True,1,Difícil
